=== CARS MISSING DEPRECIATION VALUES ===
Make                 | Model                          | Chassis/VIN         
NISSAN               | PATROL                         | JN10WGY60Z0864463   
NISSAN               | PATROL                         | JN8FY1NY4GX017008   
NISSAN               | PATROL                         | JN8FY1NY7MX038186   
NISSAN               | PATROL                         | JN8AY2NY0F9117268   
NISSAN               | PATROL                         | JN8AY3NYXS9006145   
NISSAN               | PATROL                         | JN8FY15Y35X543496   
NISSAN               | PATROL                         | JN8BY2NYON9376250   
NISSAN               | PATROL                         | JN8AY25Y7C9040264   
NISSAN071244AA       | PATROL                         | JN8AY25Y5C9040649   
TOYOTA               | LAND CRUISER                   | JTGHJ09J737004055   
TOYOTA               | LAND CRUISER                   | JT4KW73JXX0042805   
TOYOTA               | LAND CRUISER                   | JT3HT05J8X0072462   
TOYOTA               | LAND CRUISER                   | JTFLJ71J3Y8000234   
TOYOTA               | LAND CRUISER                   | JTGHJ01J353006116   
TOYOTA               | LAND CRUISER                   | JTMHU09J784011682   
TOYOTA               | LAND CRUISER                   | JTFLJ73J946018644   
TOYOTA               | LAND CRUISER                   | JTEHJ09J635057141   
TOYOTA               | LAND CRUISER                   | JTEHJ09J555122967   
TOYOTA               | LAND CRUISER                   | JTMHY051834066755   
TOYOTA               | LAND CRUISER                   | JTEHJ093925044172   
TOYOTA               | LAND CRUISER                   | JT3HT05J4X0059286   
TOYOTA               | LAND CRUISER                   | JTMHU09J784011682   
TOYOTA               | LAND CRUISER                   | JTFLJ73J986041976   
TOYOTA               | LAND CRUISER                   | JTB11UJ83V5008626   
TOYOTA               | LAND CRUISER                   | JTB11WJA0W8006744   
TOYOTA               | LAND CRUISER                   | JT4KW73J7X0039893   
TOYOTA               | LAND CRUISER                   | JTMHY05J084001831   
TOYOTA               | LAND CRUISER                   | JTFLJ73J966026522   
TOYOTA               | LAND CRUISER                   | JTFLJ73J966030893   
TOYOTA               | LAND CRUISER                   | JTMHT09J695023451   
TOYOTA               | LAND CRUISER                   | JTFLJ73J626012250   
TOYOTA               | LAND CRUISER                   | JTFLJ73J396047922   
TOYOTA               | LAND CRUISER                   | JTFLB71J598018412   
TOYOTA               | LAND CRUISER                   | JTMAUCBJ014723488   
TOYOTA               | LAND CRUISER                   | JTEHJ09J935082258   
TOYOTA               | LAND CRUISER                   | JTFLJ73J4Y6002387   
TOYOTA               | LAND CRUISER                   | SALLSAAE4AA246591   
TOYOTA               | LAND CRUISER                   | JTFLJ73JX36015086   
TOYOTA               | LAND CRUISER                   | JTMHU09J784006336   
TOYOTA               | LAND CRUISER                   | JTFLJ73J686039781   
TOYOTA               | LAND CRUISER                   | JTEHJ09JX75161816   
TOYOTA               | LAND CRUISER                   | JTMAUCBJ654095367   
TOYOTA               | LAND CRUISER                   | FJ750101487          (Error: No module named 'shap')
TOYOTA               | LAND CRUISER                   | JTEHJ09JX35084066   
TOYOTA               | LAND CRUISER                   | JTMHU09J784013450   
TOYOTA               | LAND CRUISER                   | JTFLJ73J846018599   
TOYOTA               | LAND CRUISER                   | JTGHJ09J467005796   
TOYOTA               | LAND CRUISER                   | JTFLJ73J296049869   
TOYOTA               | LAND CRUISER                   | JTFLU71J1F7016203   
TOYOTA               | LAND CRUISER                   | JTEHT05J712016211   
TOYOTA               | LAND CRUISER                   | JTEHJ09J115007597   
TOYOTA               | LAND CRUISER                   | JTEBN95J420102724   
TOYOTA               | LAND CRUISER                   | JTFLJ73J136014828   
TOYOTA               | LAND CRUISER                   | JT3HT05J0Y0126807   
TOYOTA               | LAND CRUISER                   | JTFLJ73J386040547   
TOYOTA               | LAND CRUISER                   | JTFLJ73J756020409   
TOYOTA               | LAND CRUISER                   | JTFLJ73J756020409   
TOYOTA               | LAND CRUISER                   | JTEHT05J362092774   
TOYOTA               | LAND CRUISER                   | JTFLJ73J126011507   
TOYOTA               | LAND CRUISER                   | FJ750077443          (Error: No module named 'shap')
TOYOTA               | LAND CRUISER                   | JTMHT09J695042565   
Toyota               | LAND CRUISER                   | JTFLU73JXMB032308   
TOYOTA               | LAND CRUISER                   | JTFLJ73J696054430   
TOYOTA               | LAND CRUISER                   | JTMHT05J894024788   
TOYOTA               | LAND CRUISER                   | JTFLJ73J876035570   
TOYOTA               | LAND CRUISER                   | JTEHT05J252071803   
TOYOTA               | LAND CRUISER                   | JTEHJ09J625039818   
TOYOTA               | LAND CRUISER                   | JTFLJ73J996054339   
TOYOTA               | LAND CRUISER                   | JT4KW73J1X0040702   
TOYOTA               | LAND CRUISER                   | JTFLJ73J596058713   
TOYOTA               | LAND CRUISER                   | JTMDU09JX84008645   
TOYOTA               | LAND CRUISER                   | JTFLJ73JX26010839   
TOYOTA               | LAND CRUISER                   | JTEHJ09JX75158561   
TOYOTA               | LAND CRUISER                   | JTMHU09J695016156   
TOYOTA               | LAND CRUISER                   | 5TDKK3DC3GS715533   
TOYOTA               | LAND CRUISER                   | JT3HT05J3X0075351   
TOYOTA               | LAND CRUISER                   | 1N4BL4A96LC173728   
TOYOTA               | LAND CRUISER                   | JT3HT05J5W0009298   
TOYOTA               | LAND CRUISER                   | JTFLU73J5A4504592   
TOYOTA               | LAND CRUISER                   | JTEHJ09J815020718   
TOYOTA               | LAND CRUISER                   | JTEBT14R248016721   
TOYOTA               | LAND CRUISER                   | JTEHT05J152068715   
TOYOTA               | LAND CRUISER                   | JTB11UJ80V6003251   
TOYOTA               | LAND CRUISER                   | JTEHJ09J955109686   
TOYOTA               | LAND CRUISER                   | JTEHT05J772113790   
TOYOTA               | LAND CRUISER                   | JTFLJ73JX36015881   
TOYOTA               | LAND CRUISER                   | FJ750032762          (Error: No module named 'shap')
TOYOTA               | LAND CRUISER                   | JTFLJ73J896051240   
TOYOTA               | LAND CRUISER                   | JTFLU73J7F7012295   
TOYOTA               | LAND CRUISER                   | JTEHJ09J735083604   
TOYOTA               | LAND CRUISER                   | JTEHJ093835063328   
TOYOTA               | LAND CRUISER                   | JTEHT05J732034338   
TOYOTA               | LAND CRUISER                   | JTEHT05J842065454   
TOYOTA               | LAND CRUISER                   | JTB31UJ75X3012281   
TOYOTA               | LAND CRUISER                   | JT3HTO5J8Y0106241   
TOYOTA               | LAND CRUISER                   | JTMHU09J084009269   
TOYOTA               | LAND CRUISER                   | JTFLU73J5F7012635   
TOYOTA               | LAND CRUISER                   | JTFLJ73JX86045650   
TOYOTA               | LAND CRUISER                   | JTEBT14R470066202   
